model,Lot Number,s_serial,Qty,Lot Qty,Line,Line Desc,Start Date,Shift,End Date,Shift,Due Date,Prod Type,Model Group,Model Category,Actual Results,MPS Mngm. Code,Cost Center,Comment,Date YYYYMMDD,S/O,Cont No,This Plan Qty,Prev Qty,This Qty,Create WSID,Create User,Create PGM, Create Date,Create Time
XJJ-079W-04,555A,363990,672,672,N2009,MT 09,2025-09-01,1,2025-09-01,1,2025-09-04,1,TILT.M-02-02-23,,0,,115,,2025-09-04,0,P0261469,672,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-00,027A,7036,413,495,N2009,MT 09,2025-09-01,1,2025-09-01,1,2025-09-01,1,TILT.M-02-02-23,,0,,115,,2025-09-01,0,P0259198,413,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-00,027A,7036,82,495,N2009,MT 09,2025-09-02,1,2025-09-02,1,2025-09-01,1,TILT.M-02-02-23,,0,,115,,2025-09-01,0,P0259198,82,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-01,077A,49988,1089,1089,N2009,MT 09,2025-09-02,1,2025-09-02,1,2025-09-03,1,TILT.M-02-02-23,,0,,115,,2025-09-03,0,P0262822,1089,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-01,078A,51077,664,990,N2009,MT 09,2025-09-02,1,2025-09-02,1,2025-09-04,1,TILT.M-02-02-23,,0,,115,,2025-09-04,0,P0262823,664,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-01,078A,51077,326,990,N2009,MT 09,2025-09-03,1,2025-09-03,1,2025-09-04,1,TILT.M-02-02-23,,0,,115,,2025-09-04,0,P0262823,326,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-03,137A,83090,672,672,N2009,MT 09,2025-09-29,1,2025-09-29,1,2025-09-29,1,TILT.M-02-02-23,,0,,115,,2025-09-29,0,P0263088,672,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-01,079A,52067,990,990,N2009,MT 09,2025-10-01,1,2025-10-01,1,2025-10-03,1,TILT.M-02-02-23,,0,,115,,2025-10-03,0,P0262824,990,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-01,080A,53057,429,429,N2009,MT 09,2025-10-01,1,2025-10-01,1,2025-10-05,1,TILT.M-02-02-23,,0,,115,,2025-10-05,0,P0262825,429,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-00,028A,7531,147,495,N2009,MT 09,2025-10-01,1,2025-10-01,1,2025-10-01,1,TILT.M-02-02-23,,0,,115,,2025-10-01,0,P0259199,147,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-00,028A,7531,348,495,N2009,MT 09,2025-10-02,1,2025-10-02,1,2025-10-01,1,TILT.M-02-02-23,,0,,115,,2025-10-01,0,P0259199,348,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-01,081A,53486,1089,1089,N2009,MT 09,2025-10-02,1,2025-10-02,1,2025-11-02,1,TILT.M-02-02-23,,0,,115,,2025-11-02,0,P0262826,1089,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-03,143A,87122,672,672,N2009,MT 09,2025-10-29,1,2025-10-29,1,2025-10-29,1,TILT.M-02-02-23,,0,,115,,2025-10-29,0,P0263094,672,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,595A,390870,672,672,N2009,MT 09,2025-10-29,1,2025-10-29,1,2025-10-31,1,TILT.M-02-02-23,,0,,115,,2025-10-31,0,P0261509,672,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,596A,391542,494,672,N2009,MT 09,2025-10-29,1,2025-10-29,1,2025-10-31,1,TILT.M-02-02-23,,0,,115,,2025-10-31,0,P0261510,494,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,596A,391542,178,672,N2009,MT 09,2025-10-30,1,2025-10-30,1,2025-10-31,1,TILT.M-02-02-23,,0,,115,,2025-10-31,0,P0261510,178,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-01,082A,54575,1023,1023,N2009,MT 09,2025-11-03,1,2025-11-03,1,2025-11-03,1,TILT.M-02-02-23,,0,,115,,2025-11-03,0,P0262827,1023,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-00,029A,8026,594,594,N2009,MT 09,2025-11-03,1,2025-11-03,1,2025-11-03,1,TILT.M-02-02-23,,0,,115,,2025-11-03,0,P0259200,594,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-01,083A,55598,990,990,N2009,MT 09,2025-12-01,1,2025-12-01,1,2025-12-02,1,TILT.M-02-02-23,,0,,115,,2025-12-02,0,P0262870,990,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-00,030A,8620,528,528,N2009,MT 09,2025-12-01,1,2025-12-01,1,2025-12-01,1,TILT.M-02-02-23,,0,,115,,2025-12-01,0,P0259201,528,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-00,031A,9148,143,215,N2009,MT 09,2025-12-01,1,2025-12-01,1,2025-12-01,1,TILT.M-02-02-23,,0,,115,,2025-12-01,0,P0260857,143,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-00,031A,9148,72,215,N2009,MT 09,2025-12-02,1,2025-12-02,1,2025-12-01,1,TILT.M-02-02-23,,0,,115,,2025-12-01,0,P0260857,72,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-01,084A,56588,990,990,N2009,MT 09,2025-12-02,1,2025-12-02,1,2025-12-03,1,TILT.M-02-02-23,,0,,115,,2025-12-03,0,P0264143,990,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-01,085A,57578,385,385,N2009,MT 09,2025-12-02,1,2025-12-02,1,2025-12-05,1,TILT.M-02-02-23,,0,,115,,2025-12-05,0,P0264144,385,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,628A,413046,391,672,N2009,MT 09,2025-12-02,1,2025-12-02,1,2025-12-30,1,TILT.M-02-02-23,,0,,115,,2025-12-30,0,P0263227,391,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,628A,413046,281,672,N2009,MT 09,2025-12-03,1,2025-12-03,1,2025-12-30,1,TILT.M-02-02-23,,0,,115,,2025-12-30,0,P0263227,281,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,630A,414390,672,672,N2009,MT 09,2025-12-03,1,2025-12-03,1,2025-12-30,1,TILT.M-02-02-23,,0,,115,,2025-12-30,0,P0263229,672,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,632A,415734,672,672,N2009,MT 09,2025-12-03,1,2025-12-03,1,2025-12-30,1,TILT.M-02-02-23,,0,,115,,2025-12-30,0,P0263637,672,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,634A,417078,212,672,N2009,MT 09,2025-12-03,1,2025-12-03,1,2025-12-30,1,TILT.M-02-02-23,,0,,115,,2025-12-30,0,P0263639,212,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,634A,417078,460,672,N2009,MT 09,2025-12-04,1,2025-12-04,1,2025-12-30,1,TILT.M-02-02-23,,0,,115,,2025-12-30,0,P0263639,460,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,636A,418422,672,672,N2009,MT 09,2025-12-04,1,2025-12-04,1,2025-12-30,1,TILT.M-02-02-23,,0,,115,,2025-12-30,0,P0263641,672,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,638A,419766,672,672,N2009,MT 09,2025-12-04,1,2025-12-04,1,2025-12-30,1,TILT.M-02-02-23,,0,,115,,2025-12-30,0,P0263643,672,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-01,086A,57963,990,990,N2009,MT 09,2026-01-02,1,2026-01-02,1,2026-01-06,1,TILT.M-02-02-23,,0,,115,,2026-01-06,0,P0264145,990,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-01,087A,58953,111,111,N2009,MT 09,2026-01-02,1,2026-01-02,1,2026-01-07,1,TILT.M-02-02-23,,0,,115,,2026-01-07,0,P0264146,111,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-00,032A,9363,736,825,N2009,MT 09,2026-01-02,1,2026-01-02,1,2026-01-02,1,TILT.M-02-02-23,,0,,115,,2026-01-02,0,P0261783,736,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-00,032A,9363,89,825,N2009,MT 09,2026-01-05,1,2026-01-05,1,2026-01-02,1,TILT.M-02-02-23,,0,,115,,2026-01-02,0,P0261783,89,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,654A,430518,672,672,N2009,MT 09,2026-02-02,1,2026-02-02,1,2026-02-02,1,TILT.M-02-02-23,,0,,115,,2026-02-02,0,P0264151,672,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,656A,431862,672,672,N2009,MT 09,2026-02-02,1,2026-02-02,1,2026-02-02,1,TILT.M-02-02-23,,0,,115,,2026-02-02,0,P0264153,672,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,658A,433206,494,672,N2009,MT 09,2026-02-02,1,2026-02-02,1,2026-02-04,1,TILT.M-02-02-23,,0,,115,,2026-02-04,0,P0264155,494,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,658A,433206,178,672,N2009,MT 09,2026-02-03,1,2026-02-03,1,2026-02-04,1,TILT.M-02-02-23,,0,,115,,2026-02-04,0,P0264155,178,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-00,033A,10188,462,462,N2009,MT 09,2026-02-03,1,2026-02-03,1,2026-02-02,1,TILT.M-02-02-23,,0,,115,,2026-02-02,0,P0263636,462,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,660A,434550,672,672,N2009,MT 09,2026-02-03,1,2026-02-03,1,2026-02-05,1,TILT.M-02-02-23,,0,,115,,2026-02-05,0,P0264157,672,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-01,088A,59064,524,561,N2009,MT 09,2026-02-03,1,2026-02-03,1,2026-02-03,1,TILT.M-02-02-23,,0,,115,,2026-02-03,0,P0264147,524,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-01,088A,59064,37,561,N2009,MT 09,2026-02-04,1,2026-02-04,1,2026-02-03,1,TILT.M-02-02-23,,0,,115,,2026-02-03,0,P0264147,37,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,662A,435894,672,672,N2009,MT 09,2026-02-04,1,2026-02-04,1,2026-02-06,1,TILT.M-02-02-23,,0,,115,,2026-02-06,0,P0264159,672,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,663A,436566,672,672,N2009,MT 09,2026-02-04,1,2026-02-04,1,2026-02-09,1,TILT.M-02-02-23,,0,,115,,2026-02-09,0,,672,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,664A,437238,455,672,N2009,MT 09,2026-02-04,1,2026-02-04,1,2026-02-09,1,TILT.M-02-02-23,,0,,115,,2026-02-09,0,,455,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,664A,437238,217,672,N2009,MT 09,2026-02-05,1,2026-02-05,1,2026-02-09,1,TILT.M-02-02-23,,0,,115,,2026-02-09,0,,217,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-01,089A,59625,699,699,N2009,MT 09,2026-02-05,1,2026-02-05,1,2026-02-05,1,TILT.M-02-02-23,,0,,115,,2026-02-05,0,P0264148,699,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-00,034A,10650,485,485,N2009,MT 09,2026-03-02,1,2026-03-02,1,2026-03-02,1,TILT.M-02-02-23,,0,,115,,2026-03-02,0,P0264207,485,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-00,019A,3637,297,297,N2010,MT 10,2025-01-02,1,2025-01-02,1,2025-01-06,1,TILT.M-02-02-23,,297,,115,,2025-01-06,5121686,P0251905,297,0,297,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,290A,185910,672,672,N2010,MT 10,2025-01-02,1,2025-01-02,1,2024-12-31,1,TILT.M-02-02-23,,672,,115,,2024-12-31,5121692,P0254219,672,0,672,,,PLN06,MRPT37B2,20250114
XJJ-079W-01,052A,31720,820,858,N2010,MT 10,2025-01-02,1,2025-01-02,1,2024-12-28,1,TILT.M-02-02-23,,820,,115,,2024-12-28,5121687,P0251326,820,0,820,,,PLN06,MRPT37B2,20250114
XJJ-079W-01,052A,31720,38,858,N2010,MT 10,2025-01-03,1,2025-01-03,1,2024-12-28,1,TILT.M-02-02-23,,38,,115,,2024-12-28,5121687,P0251326,38,0,38,,,PLN06,MRPT37B2,20250114
XJJ-079W-05,189A,118044,672,672,N2010,MT 10,2025-01-03,1,2025-01-03,1,2025-01-29,1,TILT.M-02-02-23,,672,,115,,2025-01-29,5121922,P0252178,672,0,672,,,PLN06,MRPT37B2,20250114
XJJ-079W-05,190A,118716,672,672,N2010,MT 10,2025-01-03,1,2025-01-03,1,2025-01-29,1,TILT.M-02-02-23,,672,,115,,2025-01-29,5121923,P0252179,672,0,672,,,PLN06,MRPT37B2,20250114
XJJ-079W-05,191A,119388,454,672,N2010,MT 10,2025-01-03,1,2025-01-03,1,2025-01-31,1,TILT.M-02-02-23,,454,,115,,2025-01-31,5121924,P0252180,454,0,454,,,PLN06,MRPT37B2,20250114
XJJ-079W-05,191A,119388,218,672,N2010,MT 10,2025-01-04,1,2025-01-04,1,2025-01-31,1,TILT.M-02-02-23,,218,,115,,2025-01-31,5121924,P0252180,218,0,218,,,PLN06,MRPT37B2,20250114
XJJ-079W-05,192A,120060,672,672,N2010,MT 10,2025-01-04,1,2025-01-04,1,2025-01-31,1,TILT.M-02-02-23,,672,,115,,2025-01-31,5122183,P0252181,672,0,672,,,PLN06,MRPT37B2,20250114
XJJ-079W-05,193A,120732,672,672,N2010,MT 10,2025-01-04,1,2025-01-04,1,2025-01-31,1,TILT.M-02-02-23,,672,,115,,2025-01-31,5122184,P0252182,672,0,672,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,291A,186582,46,672,N2010,MT 10,2025-01-04,1,2025-01-04,1,2025-01-16,1,TILT.M-02-02-23,,46,,115,,2025-01-16,5122180,P0254220,46,0,46,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,291A,186582,626,672,N2010,MT 10,2025-01-06,1,2025-01-06,1,2025-01-16,1,TILT.M-02-02-23,,626,,115,,2025-01-16,5122180,P0254220,626,0,626,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,292A,187254,672,672,N2010,MT 10,2025-01-06,1,2025-01-06,1,2025-01-02,1,TILT.M-02-02-23,,672,,115,,2025-01-02,5122181,P0254221,672,0,672,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,293A,187926,540,672,N2010,MT 10,2025-01-06,1,2025-01-06,1,2025-01-02,1,TILT.M-02-02-23,,540,,115,,2025-01-02,5122182,P0254222,540,0,540,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,293A,187926,132,672,N2010,MT 10,2025-01-07,1,2025-01-07,1,2025-01-02,1,TILT.M-02-02-23,,132,,115,,2025-01-02,5122182,P0254222,132,0,132,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,294A,188598,672,672,N2010,MT 10,2025-01-07,1,2025-01-07,1,2025-01-03,1,TILT.M-02-02-23,,672,,115,,2025-01-03,5122253,P0254223,672,0,672,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,295A,189270,672,672,N2010,MT 10,2025-01-07,1,2025-01-07,1,2025-01-06,1,TILT.M-02-02-23,,672,,115,,2025-01-06,5122254,P0254224,672,0,672,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,296A,189942,362,672,N2010,MT 10,2025-01-07,1,2025-01-07,1,2025-01-06,1,TILT.M-02-02-23,,362,,115,,2025-01-06,5122255,P0254225,362,0,362,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,296A,189942,310,672,N2010,MT 10,2025-01-08,1,2025-01-08,1,2025-01-06,1,TILT.M-02-02-23,,310,,115,,2025-01-06,5122255,P0254225,310,0,310,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,297A,190614,672,672,N2010,MT 10,2025-01-08,1,2025-01-08,1,2025-01-07,1,TILT.M-02-02-23,,672,,115,,2025-01-07,5122453,P0254226,672,0,672,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,298A,191286,672,672,N2010,MT 10,2025-01-08,1,2025-01-08,1,2024-11-02,1,TILT.M-02-02-23,,672,,115,,2024-11-02,5122454,P0254227,672,0,672,,,PLN06,MRPT37B2,20250114
XJJ-079W-05,194A,121404,184,672,N2010,MT 10,2025-01-08,1,2025-01-08,1,2025-01-31,1,TILT.M-02-02-23,,184,,115,,2025-01-31,5122455,P0252183,184,0,184,,,PLN06,MRPT37B2,20250114
XJJ-079W-05,194A,121404,488,672,N2010,MT 10,2025-01-09,1,2025-01-09,1,2025-01-31,1,TILT.M-02-02-23,,488,,115,,2025-01-31,5122455,P0252183,488,0,488,,,PLN06,MRPT37B2,20250114
XJJ-079W-05,195A,122076,672,672,N2010,MT 10,2025-01-09,1,2025-01-09,1,2025-01-31,1,TILT.M-02-02-23,,672,,115,,2025-01-31,5122576,P0252184,672,0,672,,,PLN06,MRPT37B2,20250114
XJJ-079W-05,196A,122748,672,672,N2010,MT 10,2025-01-09,1,2025-01-09,1,2025-01-31,1,TILT.M-02-02-23,,672,,115,,2025-01-31,5122577,P0252185,672,0,672,,,PLN06,MRPT37B2,20250114
XJJ-079W-05,197A,123420,5,672,N2010,MT 10,2025-01-09,1,2025-01-09,1,2025-01-31,1,TILT.M-02-02-23,,5,,115,,2025-01-31,5122578,P0252186,5,0,5,,,PLN06,MRPT37B2,20250114
XJJ-079W-05,197A,123420,667,672,N2010,MT 10,2025-01-10,1,2025-01-10,1,2025-01-31,1,TILT.M-02-02-23,,667,,115,,2025-01-31,5122578,P0252186,667,0,667,,,PLN06,MRPT37B2,20250114
XJJ-079W-05,198A,124092,672,672,N2010,MT 10,2025-01-10,1,2025-01-10,1,2025-01-31,1,TILT.M-02-02-23,,672,,115,,2025-01-31,5122759,P0252187,672,0,672,,,PLN06,MRPT37B2,20250114
XJJ-079W-05,199A,124764,500,672,N2010,MT 10,2025-01-10,1,2025-01-10,1,2025-01-31,1,TILT.M-02-02-23,,500,,115,,2025-01-31,5122760,P0252188,500,0,500,,,PLN06,MRPT37B2,20250114
XJJ-079W-05,199A,124764,172,672,N2010,MT 10,2025-01-11,1,2025-01-11,1,2025-01-31,1,TILT.M-02-02-23,,172,,115,,2025-01-31,5122760,P0252188,172,0,172,,,PLN06,MRPT37B2,20250114
XJJ-079W-01,053A,32578,561,561,N2010,MT 10,2025-01-11,1,2025-01-11,1,2025-01-07,1,TILT.M-02-02-23,,561,,115,,2025-01-07,5122868,P0251327,561,0,561,,,PLN06,MRPT37B2,20250114
XJJ-079W-05,200A,125436,672,672,N2010,MT 10,2025-01-11,1,2025-01-11,1,2025-01-31,1,TILT.M-02-02-23,,672,,115,,2025-01-31,5122869,P0252189,672,0,672,,,PLN06,MRPT37B2,20250114
XJJ-079W-05,201A,126108,432,672,N2010,MT 10,2025-01-11,1,2025-01-11,1,2025-01-31,1,TILT.M-02-02-23,,432,,115,,2025-01-31,5122870,P0252190,432,0,432,,,PLN06,MRPT37B2,20250114
XJJ-079W-05,201A,126108,240,672,N2010,MT 10,2025-01-13,1,2025-01-13,1,2025-01-31,1,TILT.M-02-02-23,,240,,115,,2025-01-31,5122870,P0252190,240,0,240,,,PLN06,MRPT37B2,20250114
XJJ-079W-05,202A,126780,99,99,N2010,MT 10,2025-01-13,1,2025-01-13,1,2025-01-11,1,TILT.M-02-02-23,,0,,115,,2025-01-11,5123020,P0252191,99,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,300A,192630,576,672,N2010,MT 10,2025-01-13,1,2025-01-13,1,2025-01-08,1,TILT.M-02-02-23,,0,,115,,2025-01-08,5123018,P0254229,576,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,300A,192630,96,672,N2010,MT 10,2025-01-14,1,2025-01-14,1,2025-01-08,1,TILT.M-02-02-23,,0,,115,,2025-01-08,5123018,P0254229,96,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,302A,193974,672,672,N2010,MT 10,2025-01-14,1,2025-01-14,1,2025-01-06,1,TILT.M-02-02-23,,0,,115,,2025-01-06,5123195,P0254231,672,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,304A,195318,149,672,N2010,MT 10,2025-01-14,1,2025-01-14,1,2025-01-30,1,TILT.M-02-02-23,,0,,115,,2025-01-30,5123197,P0254233,149,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,304A,195318,523,672,N2010,MT 10,2025-01-15,1,2025-01-15,1,2025-01-30,1,TILT.M-02-02-23,,0,,115,,2025-01-30,5123197,P0254233,523,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,306A,196662,396,672,N2010,MT 10,2025-01-15,1,2025-01-15,1,2025-01-30,1,TILT.M-02-02-23,,0,,115,,2025-01-30,5123331,P0254235,396,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,306A,196662,276,672,N2010,MT 10,2025-01-16,1,2025-01-16,1,2025-01-30,1,TILT.M-02-02-23,,0,,115,,2025-01-30,5123331,P0254235,276,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-05,204A,127551,644,672,N2010,MT 10,2025-01-16,1,2025-01-16,1,2025-01-31,1,TILT.M-02-02-23,,0,,115,,2025-01-31,5123510,P0252193,644,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-05,204A,127551,28,672,N2010,MT 10,2025-01-17,1,2025-01-17,1,2025-01-31,1,TILT.M-02-02-23,,0,,115,,2025-01-31,5123510,P0252193,28,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-06,010A,301,270,270,N2010,MT 10,2025-01-17,1,2025-01-17,1,2025-01-17,1,TILT.M-02-02-23,,0,,115,,2025-01-17,0,P0259905,270,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-05,207A,129567,435,672,N2010,MT 10,2025-01-17,1,2025-01-17,1,2025-01-31,1,TILT.M-02-02-23,,0,,115,,2025-01-31,0,P0252196,435,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-05,207A,129567,237,672,N2010,MT 10,2025-01-18,1,2025-01-18,1,2025-01-31,1,TILT.M-02-02-23,,0,,115,,2025-01-31,0,P0252196,237,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-05,209A,130911,672,672,N2010,MT 10,2025-01-18,1,2025-01-18,1,2025-01-31,1,TILT.M-02-02-23,,0,,115,,2025-01-31,0,P0252198,672,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-05,210A,131583,672,672,N2010,MT 10,2025-01-20,1,2025-01-20,1,2025-01-31,1,TILT.M-02-02-23,,0,,115,,2025-01-31,0,P0252199,672,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,308A,198006,362,672,N2010,MT 10,2025-01-20,1,2025-01-20,1,2025-01-10,1,TILT.M-02-02-23,,0,,115,,2025-01-10,0,P0254237,362,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,308A,198006,310,672,N2010,MT 10,2025-01-21,1,2025-01-21,1,2025-01-10,1,TILT.M-02-02-23,,0,,115,,2025-01-10,0,P0254237,310,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,310A,199350,672,672,N2010,MT 10,2025-01-21,1,2025-01-21,1,2025-01-11,1,TILT.M-02-02-23,,0,,115,,2025-01-11,0,P0254239,672,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,312A,200694,51,672,N2010,MT 10,2025-01-21,1,2025-01-21,1,2025-01-13,1,TILT.M-02-02-23,,0,,115,,2025-01-13,0,P0254241,51,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,312A,200694,621,672,N2010,MT 10,2025-01-22,1,2025-01-22,1,2025-01-13,1,TILT.M-02-02-23,,0,,115,,2025-01-13,0,P0254241,621,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,314A,202038,299,672,N2010,MT 10,2025-01-22,1,2025-01-22,1,2025-01-30,1,TILT.M-02-02-23,,0,,115,,2025-01-30,0,P0254243,299,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,314A,202038,373,672,N2010,MT 10,2025-01-23,1,2025-01-23,1,2025-01-30,1,TILT.M-02-02-23,,0,,115,,2025-01-30,0,P0254243,373,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,316A,203382,672,672,N2010,MT 10,2025-01-23,1,2025-01-23,1,2025-01-30,1,TILT.M-02-02-23,,0,,115,,2025-01-30,0,P0254245,672,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,318A,204726,672,672,N2010,MT 10,2025-01-23,1,2025-01-23,1,2025-01-14,1,TILT.M-02-02-23,,0,,115,,2025-01-14,0,P0254247,672,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,320A,206070,120,672,N2010,MT 10,2025-01-23,1,2025-01-23,1,2025-01-14,1,TILT.M-02-02-23,,0,,115,,2025-01-14,0,P0254249,120,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,320A,206070,552,672,N2010,MT 10,2025-01-24,1,2025-01-24,1,2025-01-14,1,TILT.M-02-02-23,,0,,115,,2025-01-14,0,P0254249,552,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,321A,206742,672,672,N2010,MT 10,2025-01-24,1,2025-01-24,1,2025-01-30,1,TILT.M-02-02-23,,0,,115,,2025-01-30,0,P0254250,672,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,322A,207414,615,672,N2010,MT 10,2025-01-24,1,2025-01-24,1,2025-01-30,1,TILT.M-02-02-23,,0,,115,,2025-01-30,0,P0254251,615,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,322A,207414,57,672,N2010,MT 10,2025-01-28,1,2025-01-28,1,2025-01-30,1,TILT.M-02-02-23,,0,,115,,2025-01-30,0,P0254251,57,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,323A,208086,672,672,N2010,MT 10,2025-01-28,1,2025-01-28,1,2025-01-30,1,TILT.M-02-02-23,,0,,115,,2025-01-30,0,P0254252,672,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,324A,208758,189,672,N2010,MT 10,2025-01-28,1,2025-01-28,1,2025-01-15,1,TILT.M-02-02-23,,0,,115,,2025-01-15,0,P0254253,189,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,324A,208758,483,672,N2010,MT 10,2025-01-30,1,2025-01-30,1,2025-01-15,1,TILT.M-02-02-23,,0,,115,,2025-01-15,0,P0254253,483,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,325A,209430,437,672,N2010,MT 10,2025-01-30,1,2025-01-30,1,2025-01-31,1,TILT.M-02-02-23,,0,,115,,2025-01-31,0,P0254254,437,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,325A,209430,235,672,N2010,MT 10,2025-01-31,1,2025-01-31,1,2025-01-31,1,TILT.M-02-02-23,,0,,115,,2025-01-31,0,P0254254,235,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-04,327A,210774,672,672,N2010,MT 10,2025-01-31,1,2025-01-31,1,2025-01-31,1,TILT.M-02-02-23,,0,,115,,2025-01-31,0,P0254256,672,0,0,,,PLN06,MRPT37B2,20250114
XJJ-079W-05,211A,132255,672,672,N2010,MT 10,2025-02-03,1,2025-02-03,1,2025-02-12,1,TILT.M-02-02-23,,0,,115,,2025-02-12,0,P0252200,672,0,0,,,PLN06,MRPT37B2,20250114
